sample_id,group,myeloid_clusters,myeloid_subtype,Kupffer_resident_score1,Monocyte_derived_Mph_score1,Inflammatory_Mph_score1,Injury_response_Mph_score1,Neutrophil_score1,Activated_neutrophil_score1,Interferon_response_score1,Antigen_presentation_score1
con1,Control,3,DC-like antigen-presenting myeloid,-0.7341150862941943,0.8398273115616809,-0.5244486400726674,0.07952294512046865,-0.3402157306244054,-0.98262746912708,-0.44115309753949206,-0.18048387493320528
con1,Control,8,Activated inflammatory neutrophil,-0.4878051848777504,-0.342845473350989,2.0651666810860316,-0.413664375898952,0.9516813616363323,1.943599314447722,-0.05355307470227505,0.15565782763516767
con1,Control,6,Mature neutrophil,-0.5041952688130548,0.4822211366949062,-0.2966064020119584,0.681194910198536,2.6649185850242034,0.09016611982801181,-0.16488562951572977,0.44301934940499665
con1,Control,2,Antigen-presenting macrophage / Mo-Mac,0.5437176687982415,0.8383182618048011,0.8313097356398754,0.7504389815882364,-0.4376199660619982,0.3851257559556709,-0.064598899871598,1.7151784741202112
con1,Control,3,DC-like antigen-presenting myeloid,-0.6688606956231802,0.46869975403621333,-0.2219628352892804,-0.3409189555922093,-0.17530491921044222,-0.712211994274298,-0.4771692593831276,2.0917415208261287
con1,Control,2,Antigen-presenting macrophage / Mo-Mac,0.14216444379703197,1.2753736795605417,0.22756679045720685,1.7580978669767229,-0.3144337979120552,-0.5667365459485698,-0.05953024527341755,1.6484965072058975
con1,Control,6,Mature neutrophil,-0.33587323180653694,1.1928771496468018,-0.46823187885669165,0.24607638855393532,3.544099729418907,-0.739193588303285,-0.2848427368930374,-0.0738022708044741
con1,Control,3,DC-like antigen-presenting myeloid,-0.6728660449548388,0.06323346040359168,-0.5819799186113732,0.09186793290685558,-0.3328124329494331,-0.7204955536145197,-0.46131116509733605,2.6562313829431026
con1,Control,5,Activated neutrophil,-0.4540219751403871,-0.2725290789281847,0.6007713241588181,-0.30435736043284434,1.4589173447446666,1.1306365490000096,-0.367485323661267,1.7221652952126663
con1,Control,0,Inflammatory neutrophil,-0.5521077788129923,-0.31533967133055263,0.6603218408862941,0.6659528534637242,1.9933430429841361,0.6993716711867791,-0.3068169688960179,-0.3117756171390582
con1,Control,1,Resident Kupffer cell,2.6879736635770426,0.607336235583328,-0.5147754117642955,1.1754160983139084,-0.5604183807585923,-1.0024339927644732,0.29716451382660725,0.6477632321954018
con1,Control,2,Antigen-presenting macrophage / Mo-Mac,-0.6101504064538128,1.4955432103634405,0.5208779906204379,1.5805543050107667,-0.2934273771848679,0.050582114781004384,0.8324106348608604,2.3073285833395722
con1,Control,4,Inflammatory neutrophil,-0.6763991527713782,-0.4062208390342098,0.4372386592473053,0.06858328455441631,1.4237114147922971,0.8399581126558777,0.11974628004606253,-0.2539378555960356
con1,Control,3,DC-like antigen-presenting myeloid,-0.6496549912297201,1.7185904989088368,-0.4599749448461074,0.5434248585370433,0.2511870513559835,-0.8144968393063696,-0.23094683231734178,1.8923372008076011
con1,Control,4,Inflammatory neutrophil,-0.6133731072424495,-0.44576125512997655,0.10802459658616625,-0.06322950207462585,0.7015988190269256,0.5148088455316262,-0.4396271772594764,0.03222207276882527
con1,Control,4,Inflammatory neutrophil,-0.6094556384620065,-0.5706575903883302,0.6827026956837543,-0.30357311873762827,1.1656876433630226,0.14467100680206624,0.6784863430367274,-0.3036656883675623
con1,Control,7,Monocyte-derived macrophage,-0.6642847668188688,1.6430337449143217,-0.13748452874607076,1.275326484592493,-0.17069131771481583,-0.538310827187315,-0.2031293852659715,0.23648238949483946
