"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Activated neutrophil","Endothelial","Ceacam1","Ceacam1","CEACAM","Cell-Cell Contact",0.189724203814539,0.236217805202673,0.0448162350188951,"Control"
"Kupffer cell","Inflammatory neutrophil","Ccl5","Ccr5","CCL","Secreted Signaling",1.14632273503975,0.0390374710456518,0.0447495405780867,"Control"
"Kupffer cell","Inflammatory neutrophil","Gdf15","Tgfbr2","GDF","Secreted Signaling",0.193210733389922,0.23021906273265,0.0444807939509158,"Control"
"Kupffer cell","Neutrophil","Cd86","Cd28","CD86","Cell-Cell Contact",0.543867795985872,0.0815802560276308,0.0443688740417107,"Control"
"Kupffer cell","Neutrophil","Icam1","Spn","ICAM","Cell-Cell Contact",0.277816744391577,0.159405371780994,0.0442854814267245,"Control"
"Kupffer cell","Neutrophil","Clec2d","Klrb1a","CLEC","Cell-Cell Contact",0.926278335704478,0.0475958195443995,0.044086976514077,"Control"
"Neutrophil","Endothelial","App","Sorl1","APP","Cell-Cell Contact",0.667806154124021,0.0659587519199984,0.0440476604505145,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Vtn","Plaur","VTN","ECM-Receptor",0.141964599475518,0.309271230654882,0.0439055663892208,"Control"
"Kupffer cell","Inflammatory neutrophil","H2-DMa","Cd4","MHC-II","Cell-Cell Contact",0.840590023988078,0.0519744252488678,0.0436891833667123,"Control"
"Fibroblast / stellate","Endothelial","Thbs3","Sdc4","THBS","ECM-Receptor",0.278496795970041,0.15676684717047,0.043659064651301,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Entpd1","Adora2a","CD39","Cell-Cell Contact",0.278250565468405,0.156559965747239,0.0435628989988834,"Control"
"Kupffer cell","Inflammatory neutrophil","Ccl2","Ccr2","CCL","Secreted Signaling",0.28221201051044,0.15428399519937,0.0435407964747972,"Control"
"Activated neutrophil","Endothelial","Ccl3","Ackr2","CCL","Secreted Signaling",0.564707059792011,0.0768267940868213,0.0433846330020151,"Control"
"Inflammatory neutrophil","Endothelial","Jam2","F11r","JAM","Cell-Cell Contact",0.0560594771236719,0.770090083280469,0.0431708474068281,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Il34","Csf1r","CSF","Secreted Signaling",0.0309906624189172,1.39257134339713,0.0431567083974785,"Control"
"Kupffer cell","Neutrophil","Ccl4","Ccr5","CCL","Secreted Signaling",0.65275068338771,0.0660138313325696,0.0430905735153758,"Control"
"Kupffer cell","Inflammatory neutrophil","Sftpd","Adgre5","ADGRE","Cell-Cell Contact",0.0260309330902516,1.65435173004418,0.0430643191925221,"Control"
"Fibroblast / stellate","Endothelial","Fn1","Sdc1","FN1","ECM-Receptor",0.849026779260754,0.0505381604403783,0.0429082515884576,"Control"
"Kupffer cell","Neutrophil","Cdh5","Cdh5","CDH5","Cell-Cell Contact",0.955380503680357,0.0448862943509204,0.0428834905053271,"Control"
"Activated neutrophil","Endothelial","Spp1","Cd44","SPP1","Secreted Signaling",0.361871108845938,0.118274701654656,0.0428001974361929,"Control"
"Fibroblast / stellate","Endothelial","Tnxb","Sdc1","TENASCIN","ECM-Receptor",0.84664763182932,0.0505381604403783,0.0427880138538565,"Control"
"Fibroblast / stellate","Kupffer cell","Sema4d","Cd72","SEMA4","Cell-Cell Contact",0.0812396862352612,0.52468241494356,0.0426250347631739,"Control"
"Inflammatory neutrophil","Endothelial","H2-Q10","Cd8a","MHC-I","Cell-Cell Contact",1.54574760365415,0.0275545076472708,0.0425923141656388,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Ceacam1","Cd8a","CEACAM","Cell-Cell Contact",0.178954644622282,0.237684638422926,0.0425347700011503,"Control"
"Fibroblast / stellate","Kupffer cell","Lamb1","Dag1","LAMININ","ECM-Receptor",0.454791933166704,0.0932821668958207,0.0424239770125294,"Control"
"Kupffer cell","Endothelial","Vegfa","Flt1","VEGF","Secreted Signaling",0.024058052506524,1.7616591104752,0.0423820873784088,"Control"
"Activated neutrophil","Endothelial","Ccl5","Ccr5","CCL","Secreted Signaling",0.951335662374377,0.0443074661259634,0.0421512726350737,"Control"
"Neutrophil","Endothelial","Sema4d","Plxnb2","SEMA4","Cell-Cell Contact",0.196656892197291,0.214288102091404,0.0421412321921513,"Control"
"Kupffer cell","Inflammatory neutrophil","Cdh5","Cdh5","CDH5","Cell-Cell Contact",0.955380503680357,0.0440824289231774,0.0421154931480788,"Control"
"Kupffer cell","Neutrophil","Ccl3","Ccr5","CCL","Secreted Signaling",0.634960882924386,0.0660138313325696,0.0419162006281499,"Control"
"Fibroblast / stellate","Kupffer cell","Mdk","Sdc2","MK","Secreted Signaling",0.357590768249683,0.117056767652268,0.0418584194735991,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Clec2d","Klrb1b","CLEC","Cell-Cell Contact",0.767110721330735,0.0545623070347276,0.0418553307068789,"Control"
"Neutrophil","Endothelial","Cxcl2","Cxcr2","CXCL","Secreted Signaling",0.801621112740983,0.0518735733753579,0.0415829516110055,"Control"
"Fibroblast / stellate","Endothelial","Kitl","Kit","KIT","Secreted Signaling",0.0815873566471195,0.509219267211965,0.0415458539656074,"Control"
"Fibroblast / stellate","Kupffer cell","Thbs3","Sdc4","THBS","ECM-Receptor",0.278496795970041,0.148801288233566,0.0414406820092627,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","H2-Q7","Cd8b1","MHC-I","Cell-Cell Contact",0.708642018457862,0.0583232399181196,0.0413302984585784,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Icosl","Cd28","ICOS","Cell-Cell Contact",0.280772683652418,0.147047879380841,0.0412870277191558,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ccl3","Ccr1","CCL","Secreted Signaling",1.60874622970758,0.0256027983302222,0.0411884052837085,"Control"
"Neutrophil","Endothelial","Ccl5","Ccr5","CCL","Secreted Signaling",0.926670803483494,0.0443074661259634,0.0410584352352642,"Control"
"Fibroblast / stellate","Endothelial","Col4a2","Sdc1","COLLAGEN","ECM-Receptor",0.811613267312486,0.0505381604403783,0.041017441518978,"Control"
"Fibroblast / stellate","Kupffer cell","Sema4a","Plxnb2","SEMA4","Cell-Cell Contact",0.0648901153868297,0.628792402212328,0.0408024115339198,"Control"
"Fibroblast / stellate","Endothelial","Thbs1","Sdc4","THBS","ECM-Receptor",0.259498942707518,0.15676684717047,0.0406808310923281,"Control"
"Kupffer cell","Neutrophil","H2-DMb1","Cd4","MHC-II","Cell-Cell Contact",0.592500538383395,0.0683650955951087,0.0405063559467341,"Control"
"Fibroblast / stellate","Endothelial","Wnt5a","Fzd6","ncWNT","Secreted Signaling",0.327768933784845,0.123483610056496,0.0404740912081213,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Gzma","F2r","PARs","Secreted Signaling",0.152371386465041,0.265519682543094,0.0404576021628487,"Control"
"Fibroblast / stellate","Endothelial","Gjc1","Gja1","GAP","Cell-Cell Contact",0.102282007605569,0.392266124981117,0.0401217667787258,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Tnfsf9","Tnfrsf9","CD137","Secreted Signaling",0.398035449734051,0.100611769456723,0.0400470509042453,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Sema4d","Cd72","SEMA4","Cell-Cell Contact",0.0812396862352612,0.488567336740926,0.0396910571416301,"Control"
"Activated neutrophil","Endothelial","H2-Q7","Cd8b1","MHC-I","Cell-Cell Contact",0.661298596272392,0.0597017857038804,0.0394807070809313,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Fn1","Sdc4","FN1","ECM-Receptor",0.510976591121327,0.0771293435553529,0.0394112890453399,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Tnf","Tnfrsf1a","TNF","Secreted Signaling",0.236843629007129,0.166184699582688,0.0393597873346234,"Control"
"Fibroblast / stellate","Kupffer cell","Mpzl1","Mpzl1","MPZ","Cell-Cell Contact",0.191870697952375,0.204617259942912,0.039260056478349,"Control"
"Fibroblast / stellate","Endothelial","Prnp","Adgrg6","ADGRG","Cell-Cell Contact",1.02624928897421,0.0382098536418932,0.0392128351318015,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2d","Klrb1","CLEC","Cell-Cell Contact",0.727150780284768,0.053897001323633,0.0391912465674889,"Control"
"Kupffer cell","Neutrophil","Pf4","Cxcr3","CXCL","Secreted Signaling",0.420644212805408,0.0930760583246917,0.0391519052850202,"Control"
"Fibroblast / stellate","Endothelial","Grn","Sort1","GRN","Secreted Signaling",0.948282200488608,0.0412465853242444,0.0391134026939156,"Control"
"Fibroblast / stellate","Endothelial","Agrn","Dag1","AGRN","ECM-Receptor",0.159945767569528,0.242961806378905,0.0388607126113529,"Control"
"Fibroblast / stellate","Endothelial","Flrt1","Adgrl2","ADGRL","Cell-Cell Contact",0.0679224344867061,0.57073354864996,0.0387656120675422,"Control"
"Kupffer cell","Inflammatory neutrophil","Lpar2","Adgre5","ADGRE","Cell-Cell Contact",0.0234281969140853,1.65435173004418,0.0387584780966328,"Control"
"Kupffer cell","Inflammatory neutrophil","Cd86","Cd28","CD86","Cell-Cell Contact",0.543867795985872,0.0710640882493186,0.0386494690499024,"Control"
"Kupffer cell","Endothelial","H2-T23","Cd8a","MHC-I","Cell-Cell Contact",1.40216993272722,0.0275545076472708,0.0386361021341055,"Control"
"Kupffer cell","Neutrophil","Tnf","Tnfrsf1a","TNF","Secreted Signaling",0.0855770822389049,0.451303965036644,0.0386212765306847,"Control"
"Fibroblast / stellate","Kupffer cell","Thbs1","Sdc4","THBS","ECM-Receptor",0.259498942707518,0.148801288233566,0.0386137769701271,"Control"
"Fibroblast / stellate","Endothelial","H2-Q7","Cd8b1","MHC-I","Cell-Cell Contact",0.646554000294691,0.0597017857038804,0.0386004283715803,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ptn","Sdc4","PTN","Secreted Signaling",0.14931547590123,0.258128928116433,0.0385426437455796,"Control"
"Monocyte-derived macrophage / DC-like","T cell","H2-Q10","Cd8b1","MHC-I","Cell-Cell Contact",0.103610023355691,0.371207242898867,0.0384607911065534,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Tnfsf12","Tnfrsf12a","TWEAK","Secreted Signaling",0.420819619120648,0.0910235486290311,0.0383044950650787,"Control"
"Inflammatory neutrophil","Endothelial","Ccl3","Ccr5","CCL","Secreted Signaling",0.860897604135645,0.0443074661259634,0.0381441914331632,"Control"
"Kupffer cell","Endothelial","Mpzl1","Mpzl1","MPZ","Cell-Cell Contact",0.204617259942912,0.185860896498021,0.0380303473719581,"Control"
"Fibroblast / stellate","Endothelial","Ptn","Sdc3","PTN","Secreted Signaling",0.14931547590123,0.254593296611834,0.038014719244859,"Control"
"Fibroblast / stellate","Kupffer cell","Lama2","Adgrg6","ADGRG","Cell-Cell Contact",0.597738967807342,0.0633281074019202,0.0378536775516163,"Control"
"Kupffer cell","Inflammatory neutrophil","Tnf","Tnfrsf1b","TNF","Secreted Signaling",0.0855770822389049,0.44086096042433,0.0377275946661555,"Control"
"Fibroblast / stellate","Endothelial","Col6a3","Sdc1","COLLAGEN","ECM-Receptor",0.743050463064756,0.0505381604403783,0.037552403517664,"Control"
"Kupffer cell","Endothelial","Sema4c","Plxnb2","SEMA4","Cell-Cell Contact",0.174902154005207,0.214288102091404,0.0374794506334743,"Control"
"Activated neutrophil","Endothelial","H2-DMb2","Cd4","MHC-II","Cell-Cell Contact",1.21734808677761,0.030644787854071,0.037305373863859,"Control"
"Fibroblast / stellate","Endothelial","Tnf","Tnfrsf1a","TNF","Secreted Signaling",0.0288296444259111,1.29293410278345,0.0372748304493813,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Gzma","F2r","PARs","Secreted Signaling",0.152371386465041,0.243630384727433,0.0371222995059302,"Control"
"Activated neutrophil","Endothelial","H2-DMa","Cd4","MHC-II","Cell-Cell Contact",1.21117908378703,0.030644787854071,0.0371163260759416,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Tnf","Tnfrsf1b","TNF","Secreted Signaling",0.236843629007129,0.156194372356194,0.0369936419793317,"Control"
"Fibroblast / stellate","Endothelial","Col6a6","Sdc4","COLLAGEN","ECM-Receptor",0.235300415111867,0.15676684717047,0.0368873042149902,"Control"
"Inflammatory neutrophil","Endothelial","Ccl4","Ccr5","CCL","Secreted Signaling",0.832099059515728,0.0443074661259634,0.0368682008929391,"Control"
"Activated neutrophil","Endothelial","H2-Ob","Cd4","MHC-II","Cell-Cell Contact",1.19568905886321,0.030644787854071,0.0366416375482969,"Control"
"Fibroblast / stellate","Kupffer cell","Ccl19","Ccr7","CCL","Secreted Signaling",0.341011299807222,0.107355449983392,0.0366094215402256,"Control"
"Activated neutrophil","Endothelial","H2-T23","Cd8a","MHC-I","Cell-Cell Contact",1.32070856194711,0.0275545076472708,0.0363914741699877,"Control"
"Kupffer cell","Inflammatory neutrophil","H2-Q7","Cd8b1","MHC-I","Cell-Cell Contact",0.582897134770368,0.0622476964461677,0.0362840039045268,"Control"
"Fibroblast / stellate","Endothelial","Thbs2","Sdc1","THBS","ECM-Receptor",0.717798732096703,0.0505381604403783,0.0362762274866033,"Control"
"Fibroblast / stellate","Kupffer cell","Lamb2","Dag1","LAMININ","ECM-Receptor",0.388450312594492,0.0932821668958207,0.0362354868901731,"Control"
"Fibroblast / stellate","Kupffer cell","Vegfc","Kdr","VEGF","Secreted Signaling",0.227144647023578,0.15876663959615,0.0360629923101872,"Control"
"Fibroblast / stellate","Kupffer cell","Cd52","Siglecg","CD52","Cell-Cell Contact",0.845890692069633,0.0425058570112849,0.0359553088042886,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Tnfsf13b","Tnfrsf13b","BAFF","Secreted Signaling",0.106727078089804,0.336843799610668,0.0359503545051142,"Control"
"Kupffer cell","Inflammatory neutrophil","Lamc1","Cd44","LAMININ","ECM-Receptor",0.0193829752155156,1.84427299315284,0.0357474977169263,"Control"
"Kupffer cell","Inflammatory neutrophil","Pecam1","Cd177","PECAM1","Cell-Cell Contact",0.34874725690645,0.102473525392215,0.0357373608860685,"Control"
"Fibroblast / stellate","Endothelial","Pros1","Axl","PROS","Secreted Signaling",0.472723161637057,0.0755764868949432,0.0357267558303991,"Control"
"Fibroblast / stellate","Endothelial","Mpzl1","Mpzl1","MPZ","Cell-Cell Contact",0.191870697952375,0.185860896498021,0.0356612599331294,"Control"
"Activated neutrophil","Endothelial","Sema7a","Plxnc1","SEMA7","Cell-Cell Contact",0.0325562641261369,1.095101906764,0.035652426921645,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","H2-Q10","Cd8a","MHC-I","Cell-Cell Contact",0.103610023355691,0.341901737974622,0.035424447056902,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Col6a1","Sdc1","COLLAGEN","ECM-Receptor",1.53534218195247,0.0230190414117602,0.0353421052675863,"Control"
"Activated neutrophil","Endothelial","Lpar2","Adgre5","ADGRE","Cell-Cell Contact",0.0568469022822646,0.620208813955633,0.0352569498415351,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Col4a4","Sdc4","COLLAGEN","ECM-Receptor",0.136378523884273,0.258128928116433,0.0352032421883489,"Control"
"Fibroblast / stellate","Kupffer cell","Col6a6","Sdc4","COLLAGEN","ECM-Receptor",0.235300415111867,0.148801288233566,0.0350130048905387,"Control"
"Inflammatory neutrophil","Endothelial","Ccl5","Ccr1","CCL","Secreted Signaling",1.26485900526501,0.0276268311109406,0.0349440461176087,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","H2-T22","Cd8b1","MHC-I","Cell-Cell Contact",0.34380090519648,0.101361211858441,0.0348480763887442,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Lamb3","Cd44","LAMININ","ECM-Receptor",0.0379614723817068,0.916948015820241,0.0348086967780209,"Control"
"Kupffer cell","Endothelial","H2-Q7","Cd8b1","MHC-I","Cell-Cell Contact",0.582897134770368,0.0597017857038804,0.0347999998274664,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Nectin1","Cd96","NECTIN","Cell-Cell Contact",0.0690371201445674,0.50386287881748,0.03478524210131,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Col4a1","Sdc1","COLLAGEN","ECM-Receptor",1.49399434609466,0.0230190414117602,0.0343903177216887,"Control"
"Inflammatory neutrophil","Endothelial","Mif","Ackr3","MIF","Secreted Signaling",0.26961589158926,0.1271997937928,0.0342950858134158,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","H2-Q6","Cd8b1","MHC-I","Cell-Cell Contact",0.338337895401928,0.101361211858441,0.0342943390955738,"Control"
"Fibroblast / stellate","Kupffer cell","Jam2","F11r","JAM","Cell-Cell Contact",0.154297694213869,0.221330431991895,0.034150775315709,"Control"
"Kupffer cell","Inflammatory neutrophil","Col1a2","Cd44","COLLAGEN","ECM-Receptor",0.0184661777300042,1.84427299315284,0.0340566728742071,"Control"
"Neutrophil","Endothelial","Anxa1","Fpr1","ANNEXIN","Secreted Signaling",3.25695189359674,0.0104456303565268,0.0340209155695014,"Control"
"Kupffer cell","Endothelial","Sell","Cd34","SELL","Cell-Cell Contact",0.269645999166747,0.12607060239603,0.0339944335486312,"Control"
"Kupffer cell","Endothelial","Cd86","Cd28","CD86","Cell-Cell Contact",0.543867795985872,0.0623467720821211,0.0339084015191367,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Entpd1","Adora2a","CD39","Cell-Cell Contact",0.278250565468405,0.121612835416685,0.0338388402229088,"Control"
"Fibroblast / stellate","Kupffer cell","Col6a1","Sdc1","COLLAGEN","ECM-Receptor",1.53534218195247,0.0220167317348847,0.0338032169413001,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Col4a6","Sdc4","COLLAGEN","ECM-Receptor",0.130799365322401,0.258128928116433,0.0337630999689812,"Control"
"Kupffer cell","Inflammatory neutrophil","Ccl6","Ccr3","CCL","Secreted Signaling",2.4080777196002,0.0140112894309908,0.0337402739016388,"Control"
"Inflammatory neutrophil","Endothelial","Anxa1","Fpr2","ANNEXIN","Secreted Signaling",1.30211715387114,0.0258435880803072,0.0336513793569479,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Icosl","Icos","ICOS","Cell-Cell Contact",0.280772683652418,0.119454861859865,0.0335396621397231,"Control"
"Inflammatory neutrophil","Endothelial","Thbs1","Sdc1","THBS","ECM-Receptor",0.663290302548289,0.0505381604403783,0.0335214717287325,"Control"
"Kupffer cell","Inflammatory neutrophil","Cxcl13","Cxcr3","CXCL","Secreted Signaling",0.283653842403274,0.11806772050695,0.0334903625855923,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Sema4d","Plxnb2","SEMA4","Cell-Cell Contact",0.0812396862352612,0.412205603139559,0.0334874538634744,"Control"
