"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Fibroblast / stellate","Kupffer cell","Pf4","Cxcr3","CXCL","Secreted Signaling",0.0091170539950175,0.105491786638889,0.000961774314817615,"Control"
"Neutrophil","Endothelial","Col6a5","Sdc4","COLLAGEN","ECM-Receptor",0.00613495902254967,0.15676684717047,0.000961758183485141,"Control"
"Kupffer cell","Neutrophil","Xcl1","Xcr1","XCR","Secreted Signaling",0.0750472446505221,0.0127912147647625,0.0009599454238285,"Control"
"Kupffer cell","Endothelial","Mdk","Lrp1","MK","Secreted Signaling",0.018607060736852,0.0515329207668182,0.000958876186655567,"Control"
"Kupffer cell","Endothelial","Col6a2","Cd44","COLLAGEN","ECM-Receptor",0.00809858216671509,0.118274701654656,0.000957857389593948,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Mdk","Sdc4","MK","Secreted Signaling",0.0163211336850102,0.0586858900514931,0.000957820256954228,"Control"
"Neutrophil","Endothelial","Ncam1","L1cam","NCAM","Cell-Cell Contact",0.186723244805408,0.00511970583045158,0.000955968085111086,"Control"
"Inflammatory neutrophil","Endothelial","Angptl4","Sdc1","ANGPTL","Secreted Signaling",0.0188201221686305,0.0505381604403783,0.000951134353665768,"Control"
"Fibroblast / stellate","Endothelial","Flt3l","Flt3","FLT3","Secreted Signaling",0.107805564411114,0.0088001351974459,0.000948703541854766,"Control"
"Inflammatory neutrophil","Endothelial","Col1a2","Sdc4","COLLAGEN","ECM-Receptor",0.00605167137996122,0.15676684717047,0.000948701442348289,"Control"
"Kupffer cell","Inflammatory neutrophil","Fn1","Sdc1","FN1","ECM-Receptor",0.0911388610838467,0.0103663313490111,0.000944775632766652,"Control"
"Kupffer cell","Inflammatory neutrophil","Col4a1","Sdc1","COLLAGEN","ECM-Receptor",0.0910500159396327,0.0103663313490111,0.000943854634562978,"Control"
"Kupffer cell","Endothelial","Mdk","Sdc1","MK","Secreted Signaling",0.018607060736852,0.0505381604403783,0.000940366620842889,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Nectin3","Tigit","NECTIN","Cell-Cell Contact",0.00585140654031106,0.160700542727581,0.000940324206747705,"Control"
"Neutrophil","Endothelial","Jam2","Jam3","JAM","Cell-Cell Contact",0.0337113815428663,0.0278240967979321,0.000937988743240734,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Col4a5","Cd44","COLLAGEN","ECM-Receptor",0.00189850848948518,0.493693676430411,0.000937281635908284,"Control"
"Fibroblast / stellate","Kupffer cell","Sema7a","Plxnc1","SEMA7","Cell-Cell Contact",0.0143762022778634,0.0650945507593829,0.000935812428903535,"Control"
"Inflammatory neutrophil","Endothelial","Cxcl12","Ackr3","CXCL","Secreted Signaling",0.00734487537599835,0.1271997937928,0.000934266633260806,"Control"
"Kupffer cell","Endothelial","Col1a2","Sdc1","COLLAGEN","ECM-Receptor",0.0184661777300042,0.0505381604403783,0.000933246652839491,"Control"
"Fibroblast / stellate","Endothelial","Ncam1","L1cam","NCAM","Cell-Cell Contact",0.182145790425808,0.00511970583045158,0.000932532865235222,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ceacam1","Cd209d","CEACAM","Cell-Cell Contact",0.178954644622282,0.00518480805213359,0.000927845482404311,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Dll4","Notch1","NOTCH","Cell-Cell Contact",0.00417035157810786,0.222305451611852,0.000927091890951468,"Control"
"Inflammatory neutrophil","Endothelial","Cxcl12","Cxcr4","CXCL","Secreted Signaling",0.00734487537599835,0.126221524069245,0.000927081364057178,"Control"
"Inflammatory neutrophil","Endothelial","F2","F2rl2","PARs","Secreted Signaling",0.0777306610965625,0.0118789701562499,0.000923360203391642,"Control"
"Neutrophil","Endothelial","F2","F2rl2","PARs","Secreted Signaling",0.077340123999072,0.0118789701562499,0.000918721024865644,"Control"
"Neutrophil","Endothelial","H2-M3","Cd8a","MHC-I","Cell-Cell Contact",0.0333231769477677,0.0275545076472708,0.000918203734038626,"Control"
"Fibroblast / stellate","Endothelial","Edn1","Ednra","EDN","Secreted Signaling",0.25703361109198,0.00355464650468095,0.000913663627253631,"Control"
"Activated neutrophil","Endothelial","Ccl9","Ccr1","CCL","Secreted Signaling",0.0329070416057055,0.0276268311109406,0.000909117280801524,"Control"
"Activated neutrophil","Endothelial","Cxcl10","Ackr1","CXCL","Secreted Signaling",0.0133761899732071,0.0679072437646609,0.000908340193152985,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ceacam2","Cd8a","CEACAM","Cell-Cell Contact",0.00265460122583506,0.341901737974622,0.000907612772742568,"Control"
"Neutrophil","Endothelial","Col4a2","Sdc1","COLLAGEN","ECM-Receptor",0.0179310197758289,0.0505381604403783,0.000906200754290435,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Ccl8","Ccr5","CCL","Secreted Signaling",0.0055428968992452,0.162785329114436,0.000902302295991015,"Control"
"Kupffer cell","Endothelial","Lamb3","Cd44","LAMININ","ECM-Receptor",0.00761359930511031,0.118274701654656,0.00090049618633002,"Control"
"Neutrophil","Endothelial","H2-T-ps","Cd8b1","MHC-I","Cell-Cell Contact",0.0150765075950384,0.0597017857038804,0.000900094425601908,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Nectin2","Tigit","NECTIN","Cell-Cell Contact",0.027556122611512,0.0326443588069114,0.000899551953857444,"Control"
"Fibroblast / stellate","Kupffer cell","Lamb3","Sv2c","LAMININ","ECM-Receptor",0.0379614723817068,0.0236491628683126,0.000897757043075935,"Control"
"Fibroblast / stellate","Kupffer cell","Flt3l","Flt3","FLT3","Secreted Signaling",0.107805564411114,0.00832684252907737,0.000897679958609654,"Control"
"Kupffer cell","Endothelial","Ins2","Insr","INSULIN","Secreted Signaling",0.00134632795213881,0.666124298176371,0.000896821762233697,"Control"
"Kupffer cell","Endothelial","Jag1","Notch4","NOTCH","Cell-Cell Contact",0.00572615755677,0.156475382020791,0.000896002691206827,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2e","Klrb1f","CLEC","Cell-Cell Contact",0.00182143439228593,0.491351897827367,0.000894965245417727,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Cadm1","Nectin3","CADM","Cell-Cell Contact",0.300854888326181,0.00296645872471587,0.000892473608348616,"Control"
"Neutrophil","Endothelial","Cxcl1","Ackr1","CXCL","Secreted Signaling",0.0131424008982247,0.0679072437646609,0.000892464221448646,"Control"
"Fibroblast / stellate","Kupffer cell","Hgf","Met","HGF","Secreted Signaling",0.167464535161711,0.00531935992275203,0.000890804136821502,"Control"
"Fibroblast / stellate","Kupffer cell","Ccl27a","Ccr10","CCL","Secreted Signaling",0.0818071428027742,0.0108851900805917,0.000890486299358306,"Control"
"Fibroblast / stellate","Endothelial","Gjc1","Gja5","GAP","Cell-Cell Contact",0.102282007605569,0.0086939209511452,0.000889231688847252,"Control"
"Inflammatory neutrophil","Endothelial","Ccl24","Ackr2","CCL","Secreted Signaling",0.0115693174797597,0.0768267940868213,0.000888833571742561,"Control"
"Kupffer cell","Inflammatory neutrophil","Flt3l","Flt3","FLT3","Secreted Signaling",0.0686013262595686,0.012947580879121,0.000888221220160729,"Control"
"Kupffer cell","Inflammatory neutrophil","Ceacam1","Cd209d","CEACAM","Cell-Cell Contact",0.0774672174044129,0.0114438505079541,0.000886523255243278,"Control"
"Fibroblast / stellate","Endothelial","Ccl7","Ackr1","CCL","Secreted Signaling",0.0130240591760624,0.0679072437646609,0.000884427961274239,"Control"
"Kupffer cell","Neutrophil","Ccl25","Ccr9","CCL","Secreted Signaling",0.0223639481270283,0.03946671050537,0.000882631466486538,"Control"
"Kupffer cell","Endothelial","Col6a1","Sdc4","COLLAGEN","ECM-Receptor",0.00562801595636324,0.15676684717047,0.000882286317304164,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Cldn3","Cldn3","CLDN","Cell-Cell Contact",0.0253590989818137,0.0347851504088488,0.000882120072315275,"Control"
"Fibroblast / stellate","Kupffer cell","Pgf","Flt1","VEGF","Secreted Signaling",0.0101498331258947,0.0868849424285027,0.000881867666802271,"Control"
"Activated neutrophil","Endothelial","Jam2","Jam3","JAM","Cell-Cell Contact",0.0316602079133302,0.0278240967979321,0.000880916689623155,"Control"
"Inflammatory neutrophil","Endothelial","Col1a1","Sdc4","COLLAGEN","ECM-Receptor",0.00560868535711108,0.15676684717047,0.000879255920205486,"Control"
"Fibroblast / stellate","Endothelial","Pcdhb17","Pcdhb17","PCDH","Cell-Cell Contact",0.0210316261053238,0.0417697420646004,0.000878485597618493,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Thbs4","Sdc1","THBS","ECM-Receptor",0.0381334081385731,0.0230190414117602,0.000877794501113369,"Control"
"Kupffer cell","Inflammatory neutrophil","Efnb1","Ephb4","EPHB","Cell-Cell Contact",0.0544694982546952,0.0161119828987173,0.000877611624381359,"Control"
"Kupffer cell","Inflammatory neutrophil","Cntn1","Notch1","CNTN","Cell-Cell Contact",0.00233769325048625,0.374809815336968,0.000876190375529229,"Control"
"Fibroblast / stellate","Kupffer cell","Lama3","Dag1","LAMININ","ECM-Receptor",0.00938946806697898,0.0932821668958207,0.000875869927286912,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Angptl4","Sdc2","ANGPTL","Secreted Signaling",0.0296851266699289,0.0294984714519689,0.000875665861620978,"Control"
"Kupffer cell","Neutrophil","Igfbp3","Tmem219","IGFBP","Secreted Signaling",0.0049308532282426,0.17726662064173,0.00087407568865093,"Control"
"Fibroblast / stellate","Endothelial","Ccl6","Ccr3","CCL","Secreted Signaling",0.195657888571474,0.00446569703386351,0.000873748852645627,"Control"
"Fibroblast / stellate","Kupffer cell","Ccl11","Ackr2","CCL","Secreted Signaling",0.170914944262049,0.00511080549115591,0.000873513035655086,"Control"
"Fibroblast / stellate","Kupffer cell","H2-T24","Cd8a","MHC-I","Cell-Cell Contact",0.0254228590133544,0.0343495182197316,0.000873262958876885,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Flt3l","Flt3","FLT3","Secreted Signaling",0.0792807179540585,0.0108924272856119,0.000863559455465687,"Control"
"Fibroblast / stellate","Endothelial","Tulp1","Axl","TULP","Secreted Signaling",0.0114167250365219,0.0755764868949432,0.000862835970105871,"Control"
"Activated neutrophil","Endothelial","Gas6","Tyro3","GAS","Secreted Signaling",0.0786647161293859,0.010941353097112,0.000860698435455696,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Fcer2a","Cr2","CD23","Cell-Cell Contact",0.062697285126209,0.0137225854867432,0.000860368854931117,"Control"
"Inflammatory neutrophil","Endothelial","Clec2i","Klrb1f","CLEC","Cell-Cell Contact",0.0609243416437994,0.0141151778264852,0.000859957916263765,"Control"
"Activated neutrophil","Endothelial","Ccl2","Ackr2","CCL","Secreted Signaling",0.0111934303865644,0.0768267940868213,0.000859955371433755,"Control"
"Fibroblast / stellate","Kupffer cell","Tnfsf13","Tnfrsf13b","APRIL","Secreted Signaling",0.0127039329836449,0.0676751197310235,0.000859740185723065,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Col4a3","Cd44","COLLAGEN","ECM-Receptor",0.00143190483894751,0.600035380844495,0.000859193565370945,"Control"
"Inflammatory neutrophil","Endothelial","Jag1","Notch4","NOTCH","Cell-Cell Contact",0.00548250276401409,0.156475382020791,0.00085787671442915,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Efna4","Epha2","EPHA","Cell-Cell Contact",0.0138927099662331,0.0616651280648893,0.000856695739236128,"Control"
"Fibroblast / stellate","Endothelial","Col4a3","Adgrg6","ADGRG","Cell-Cell Contact",0.0223960811890941,0.0382098536418932,0.000855750984387242,"Control"
"Kupffer cell","Inflammatory neutrophil","H2-T-ps","Cd8a","MHC-I","Cell-Cell Contact",0.0186257959146968,0.0458692806458104,0.000854351860062815,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Entpd1","Adora1","CD39","Cell-Cell Contact",0.143031165032182,0.00595775476328828,0.000852144604769153,"Control"
"Monocyte-derived macrophage / DC-like","T cell","H2-Q2","Cd8a","MHC-I","Cell-Cell Contact",0.00357465625243251,0.237684638422926,0.000849640878845674,"Control"
"Inflammatory neutrophil","Endothelial","Dll4","Notch4","NOTCH","Cell-Cell Contact",0.00541164996756829,0.156475382020791,0.000846789996038051,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2e","Klrb1a","CLEC","Cell-Cell Contact",0.00182143439228593,0.464413071371417,0.000845897940423036,"Control"
"Kupffer cell","Endothelial","Jam3","F11r","JAM","Cell-Cell Contact",0.0010973917956428,0.770090083280469,0.000845090539297868,"Control"
"Neutrophil","Endothelial","Col9a3","Cd44","COLLAGEN","ECM-Receptor",0.00712019396658627,0.118274701654656,0.000842138817121276,"Control"
"Kupffer cell","Endothelial","Lama4","Cd44","LAMININ","ECM-Receptor",0.00711786228187382,0.118274701654656,0.000841863037807557,"Control"
"Fibroblast / stellate","Kupffer cell","Thbs4","Sdc1","THBS","ECM-Receptor",0.0381334081385731,0.0220167317348847,0.000839573017123831,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ptprs","Ntrk3","PTPR","Secreted Signaling",0.164351179678455,0.00510742541684436,0.000839411392378097,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Nrxn1","Nlgn2","NRXN","Cell-Cell Contact",0.0779243629725318,0.010771200798358,0.000839338960661271,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Hbegf","Egfr","EGF","Secreted Signaling",0.0330867228009296,0.0252944198249783,0.000836909457159395,"Control"
"Inflammatory neutrophil","Endothelial","Nrxn2","Dag1","NRXN","Cell-Cell Contact",0.00344395694425127,0.242961806378905,0.000836750000266461,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Col4a2","Sdc4","COLLAGEN","ECM-Receptor",0.0142546120813406,0.0586858900514931,0.000836544597332238,"Control"
"Kupffer cell","Neutrophil","Sema4d","Plxnb2","SEMA4","Cell-Cell Contact",0.0894783381157637,0.00934301117414364,0.000835997112859383,"Control"
"Kupffer cell","Neutrophil","Agt","Agtr1a","AGT","Secreted Signaling",0.0925334615831595,0.00901392995654157,0.00083409014134693,"Control"
"Fibroblast / stellate","Kupffer cell","Ccl27a","Ccr3","CCL","Secreted Signaling",0.0818071428027742,0.0101700935501953,0.000831986295378404,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2h","Klrb1b","CLEC","Cell-Cell Contact",0.0011627759862306,0.714595760390404,0.000830914790044156,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Fgf9","Fgfr3","FGF","Secreted Signaling",0.0231664829858621,0.035862504746009,0.000830808106028818,"Control"
"Fibroblast / stellate","Kupffer cell","Wnt5b","Fzd5","ncWNT","Secreted Signaling",0.0495505038656658,0.0167486218760781,0.000829902653015185,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Lama4","Sv2a","LAMININ","ECM-Receptor",0.265314819099043,0.00312798621930575,0.000829901097919404,"Control"
"Inflammatory neutrophil","Endothelial","Ccl27a","Ccr2","CCL","Secreted Signaling",0.00724351959330042,0.114478398314862,0.000829226521203353,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Xcl1","Xcr1","XCR","Secreted Signaling",0.0550860601457254,0.0150320884099332,0.00082805852626544,"Control"
"Activated neutrophil","Endothelial","H2-T-ps","Cd8a","MHC-I","Cell-Cell Contact",0.0299932673343651,0.0275545076472708,0.0008264497141314,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Efnb1","Ephb4","EPHB","Cell-Cell Contact",0.0335111581678388,0.0246448128086797,0.000825876220048445,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Nectin1","Nectin4","NECTIN","Cell-Cell Contact",0.0690371201445674,0.0119435021124706,0.000824544990285529,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Entpd1","Adora1","CD39","Cell-Cell Contact",0.278250565468405,0.00296172631889901,0.000824102022996307,"Control"
"Inflammatory neutrophil","Endothelial","Lamc3","Cd44","LAMININ","ECM-Receptor",0.00696627255447665,0.118274701654656,0.000823933808025747,"Control"
"Neutrophil","Endothelial","Entpd1","Adora1","CD39","Cell-Cell Contact",0.161486787889764,0.00509336801896849,0.000822511640923673,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Tnfsf13b","Tnfrsf17","BAFF","Secreted Signaling",0.0694556484719728,0.0118225257609111,0.000821141193300686,"Control"
"Kupffer cell","Neutrophil","Sdc2","Adgra2","ADGRA","Cell-Cell Contact",0.117056767652268,0.00699691921046183,0.000819036746300721,"Control"
"Activated neutrophil","Endothelial","Rarres2","Cmklr1","CHEMERIN","Secreted Signaling",0.0692561542829546,0.0118036602269902,0.000817476113784006,"Control"
"Fibroblast / stellate","Kupffer cell","Lama5","Sv2c","LAMININ","ECM-Receptor",0.0345544141300383,0.0236491628683126,0.000817182967580398,"Control"
"Kupffer cell","Neutrophil","Gas6","Axl","GAS","Secreted Signaling",0.221952017026139,0.00367805770021755,0.000816352325301808,"Control"
"Kupffer cell","Endothelial","Ceacam1","Cd209b","CEACAM","Cell-Cell Contact",0.0774672174044129,0.0105330031086216,0.000815962441736947,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Cdh1","Cdh1","CDH","Cell-Cell Contact",0.029722591992198,0.0273683819671729,0.000813459250696909,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ntf3","Ntrk3","NT","Secreted Signaling",0.159023001419405,0.00510742541684436,0.000812198119312347,"Control"
"Inflammatory neutrophil","Endothelial","Lamb2","Dag1","LAMININ","ECM-Receptor",0.00333931354485431,0.242961806378905,0.000811325650923347,"Control"
"Neutrophil","Endothelial","Cd80","Cd274","CD80","Cell-Cell Contact",0.0278461719909464,0.0291297119704426,0.000811150969575674,"Control"
"Kupffer cell","Inflammatory neutrophil","Cd34","Selp","CD34","Cell-Cell Contact",0.00912350547175494,0.0888629907473578,0.000810741982320027,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Gzma","Pard3","PARs","Secreted Signaling",0.152371386465041,0.00531246330628517,0.000809467399523325,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Efna5","Epha1","EPHA","Cell-Cell Contact",0.104209758035977,0.00776494994652932,0.000809183555089291,"Control"
"Inflammatory neutrophil","Endothelial","Fgf9","Fgfr1","FGF","Secreted Signaling",0.00680704052615659,0.118861280528916,0.0008090935535512,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Entpd1","Adora3","CD39","Cell-Cell Contact",0.278250565468405,0.00290628853061773,0.000808676427058722,"Control"
"Fibroblast / stellate","Endothelial","Clec2i","Klrb1b","CLEC","Cell-Cell Contact",0.121313065302817,0.00664789721924332,0.00080647678948448,"Control"
"Kupffer cell","Endothelial","Sema5a","Plxna1","SEMA5","Cell-Cell Contact",0.0134552866246339,0.0598679961375165,0.000805541047672762,"Control"
"Kupffer cell","Endothelial","Agt","Agtr1a","AGT","Secreted Signaling",0.0925334615831595,0.00867852588818522,0.000803054041872842,"Control"
"Inflammatory neutrophil","Endothelial","Lama5","Dag1","LAMININ","ECM-Receptor",0.00330476846251471,0.242961806378905,0.00080293251531661,"Control"
"Fibroblast / stellate","Endothelial","H2-Q1","Cd8a","MHC-I","Cell-Cell Contact",0.0291009292531266,0.0275545076472708,0.000801861777647965,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Sema4c","Plxnb2","SEMA4","Cell-Cell Contact",0.068279232223091,0.0117189584805508,0.00080016148750629,"Control"
"Kupffer cell","Endothelial","Igfbp3","Tmem219","IGFBP","Secreted Signaling",0.0049308532282426,0.16197587993217,0.000798679290460977,"Control"
"Kupffer cell","Endothelial","Col4a4","Sdc4","COLLAGEN","ECM-Receptor",0.00508215607395528,0.15676684717047,0.000796713584542224,"Control"
"Neutrophil","Endothelial","Jag1","Notch4","NOTCH","Cell-Cell Contact",0.00509065951568452,0.156475382020791,0.000796562892454512,"Control"
"Activated neutrophil","Endothelial","Cd200","Cd200r4","CD200","Cell-Cell Contact",0.260878174053584,0.00305086104249369,0.000795903058056968,"Control"
"Activated neutrophil","Endothelial","Ccl25","Ackr4","CCL","Secreted Signaling",0.0168044879942905,0.0473613459007115,0.000795883168581948,"Control"
"Kupffer cell","Endothelial","Ccl25","Ccr9","CCL","Secreted Signaling",0.0223639481270283,0.035558488176148,0.000795228185046923,"Control"
"Neutrophil","Endothelial","H2-T10","Cd8a","MHC-I","Cell-Cell Contact",0.0288537085769441,0.0275545076472708,0.000795049733635531,"Control"
"Inflammatory neutrophil","Endothelial","Clec2e","Klrb1c","CLEC","Cell-Cell Contact",0.0055376933394509,0.143414446598109,0.000794185225707383,"Control"
"Fibroblast / stellate","Kupffer cell","Sema4d","Plxnb1","SEMA4","Cell-Cell Contact",0.0812396862352612,0.00976707097524967,0.000793473781466811,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Col6a1","Sdc4","COLLAGEN","ECM-Receptor",0.0134861644300943,0.0586858900514931,0.00079144756296087,"Control"
"Activated neutrophil","Endothelial","Gjc1","Gjc1","GAP","Cell-Cell Contact",0.0179186145467147,0.0441637194645696,0.000791352666034864,"Control"
"Fibroblast / stellate","Kupffer cell","Nrg1","Erbb3","NRG","Secreted Signaling",0.0273305266847657,0.02895227533616,0.000791280933659604,"Control"
"Fibroblast / stellate","Endothelial","Clec2g","Klrb1c","CLEC","Cell-Cell Contact",0.00550275587760808,0.143414446598109,0.000789174688951652,"Control"
"Activated neutrophil","Endothelial","Cadm1","Cadm1","CADM","Cell-Cell Contact",0.0139339161970675,0.0566361952252177,0.000789163997988939,"Control"
"Kupffer cell","Inflammatory neutrophil","Vegfb","Flt1","VEGF","Secreted Signaling",0.0147657470665235,0.0531902844164569,0.00078539428608985,"Control"
"Neutrophil","Endothelial","Cxcl3","Ackr1","CXCL","Secreted Signaling",0.0115595067665226,0.0679072437646609,0.000784974243793495,"Control"
"Activated neutrophil","Endothelial","F2","Pard3","PARs","Secreted Signaling",0.0550857270963025,0.0142391271443354,0.000784372671962415,"Control"
"Fibroblast / stellate","Endothelial","Hgf","Met","HGF","Secreted Signaling",0.167464535161711,0.00468332338727979,0.000784290574062779,"Control"
"Kupffer cell","Endothelial","Cdh1","Cdh1","CDH","Cell-Cell Contact",0.0302325480760596,0.0259124639885346,0.000783399813302535,"Control"
"Kupffer cell","Neutrophil","Cd160","Tnfrsf14","CD160","Cell-Cell Contact",0.0474668778994551,0.0164618166160875,0.000781391039319047,"Control"
"Kupffer cell","Neutrophil","Jam2","Jam3","JAM","Cell-Cell Contact",0.0888672280049743,0.00877238875837182,0.000779577871938501,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Col1a2","Sdc4","COLLAGEN","ECM-Receptor",0.0101059126675628,0.0771293435553529,0.000779462410076846,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Efna1","Epha1","EPHA","Cell-Cell Contact",0.100365455827419,0.00776494994652932,0.000779332740860507,"Control"
"Kupffer cell","Endothelial","Sele","Glg1","SELE","Cell-Cell Contact",0.00222452598789753,0.350174109235601,0.000778971406283462,"Control"
"Fibroblast / stellate","Kupffer cell","Pvr","Tigit","PVR","Cell-Cell Contact",0.0734362335599051,0.0105919458922508,0.00077783261239721,"Control"
"Kupffer cell","Inflammatory neutrophil","Col1a1","Sdc4","COLLAGEN","ECM-Receptor",0.00899862545297671,0.0863553725411554,0.000777079653350127,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Xcl1","Xcr1","XCR","Secreted Signaling",0.0786986579364287,0.00987166003319434,0.000776886396217075,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Plg","F2rl3","PARs","Secreted Signaling",0.0725888744272305,0.0106931478984258,0.000776203570030634,"Control"
"Neutrophil","Endothelial","Sema6b","Plxna4","SEMA6","Cell-Cell Contact",0.0145807161219308,0.053179718296852,0.000775398375930649,"Control"
"Kupffer cell","Inflammatory neutrophil","Cxcl13","Cxcr5","CXCL","Secreted Signaling",0.283653842403274,0.00271176532140373,0.000769202653112119,"Control"
"Activated neutrophil","Endothelial","Cadm1","Nectin3","CADM","Cell-Cell Contact",0.0139339161970675,0.0551989568987535,0.000769137639592773,"Control"
"Kupffer cell","Endothelial","Slit1","Robo1","SLIT","Secreted Signaling",0.0161411924642598,0.0475935756401528,0.000768217064470014,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Sema4a","Timd2","SEMA4","Cell-Cell Contact",0.344667977509864,0.00222507415535455,0.000766911808935522,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Angptl4","Sdc1","ANGPTL","Secreted Signaling",0.0296851266699289,0.0258050618725134,0.000766026530410913,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Cdh1","Klrg1","CDH1","Cell-Cell Contact",0.029722591992198,0.0257584254093242,0.000765607168802807,"Control"
"Fibroblast / stellate","Endothelial","Agt","Agtr1a","AGT","Secreted Signaling",0.0881930755350598,0.00867852588818522,0.000765385889189691,"Control"
"Inflammatory neutrophil","Endothelial","Pros1","Axl","PROS","Secreted Signaling",0.0101242435453131,0.0755764868949432,0.000765154759623566,"Control"
"Fibroblast / stellate","Kupffer cell","Nectin3","Tigit","NECTIN","Cell-Cell Contact",0.0722196877750546,0.0105919458922508,0.000764947025268627,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Lrfn4","Ptprs","PTPR","Cell-Cell Contact",0.00591984945661694,0.129037158378383,0.000763880551909665,"Control"
"Fibroblast / stellate","Endothelial","Ccl11","Ccr3","CCL","Secreted Signaling",0.170914944262049,0.00446569703386351,0.000763254359633979,"Control"
"Kupffer cell","Endothelial","Sema4d","Plxnb1","SEMA4","Cell-Cell Contact",0.0894783381157637,0.00852878445229378,0.000763141458938811,"Control"
"Activated neutrophil","Endothelial","Cxcl1","Cxcr2","CXCL","Secreted Signaling",0.0146652788430708,0.0518735733753579,0.000760740418136115,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Vegfb","Flt1","VEGF","Secreted Signaling",0.0317410854891895,0.023957962969158,0.00076045175075088,"Control"
"Activated neutrophil","Endothelial","Ccl2","Ackr1","CCL","Secreted Signaling",0.0111934303865644,0.0679072437646609,0.000760115005823194,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ntn1","Dscam","Netrin","Cell-Cell Contact",0.315940686657557,0.00240085237176235,0.000758526946898019,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Wnt5b","Fzd4","ncWNT","Secreted Signaling",0.0495505038656658,0.0152770272194367,0.000756984396292579,"Control"
"Activated neutrophil","Endothelial","Flrt2","Unc5b","UNC5","Cell-Cell Contact",0.0179186145467147,0.0422419337341071,0.00075691692828933,"Control"
"Kupffer cell","Neutrophil","Cntn1","Notch1","CNTN","Cell-Cell Contact",0.00233769325048625,0.323391633942783,0.000755990439931765,"Control"
"Kupffer cell","Neutrophil","Lta","Tnfrsf1b","LT","Secreted Signaling",0.0181754542602665,0.0415537173436452,0.000755257688923465,"Control"
"Neutrophil","Endothelial","Lama3","Dag1","LAMININ","ECM-Receptor",0.00310515943656886,0.242961806378905,0.000754435145803273,"Control"
"Neutrophil","Endothelial","Lama5","Dag1","LAMININ","ECM-Receptor",0.00310515943656886,0.242961806378905,0.000754435145803273,"Control"
"Kupffer cell","Endothelial","Cxcl2","Cxcr1","CXCL","Secreted Signaling",0.322049119446813,0.00233769325048625,0.000752852052855855,"Control"
"Kupffer cell","Neutrophil","Pros1","Axl","PROS","Secreted Signaling",0.204194171889078,0.00367805770021755,0.000751037946256169,"Control"
