"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Inflammatory neutrophil","Endothelial","Try5","F2rl3","PARs","Secreted Signaling",0,0.00120819487255127,0,"APAP"
"Inflammatory neutrophil","Endothelial","Ctsg","F2rl3","PARs","Secreted Signaling",0,0.00120819487255127,0,"APAP"
"Inflammatory neutrophil","Endothelial","Try5","Pard3","PARs","Secreted Signaling",0,0.0279055131975463,0,"APAP"
"Inflammatory neutrophil","Endothelial","Ctsg","Pard3","PARs","Secreted Signaling",0,0.0279055131975463,0,"APAP"
"Inflammatory neutrophil","Endothelial","Prok2","Prokr1","PROK","Secreted Signaling",0.0108603216753658,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Prok2","Prokr2","PROK","Secreted Signaling",0.0108603216753658,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Nppc","Npr2","NPR2","Secreted Signaling",0,0.07745666219752,0,"APAP"
"Inflammatory neutrophil","Endothelial","Ngf","Ntrk1","NT","Secreted Signaling",0.00556260695394536,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Ntf3","Ntrk3","NT","Secreted Signaling",0,0.00502118407453099,0,"APAP"
"Inflammatory neutrophil","Endothelial","Sema3e","Plxnd1","SEMA3","Secreted Signaling",0,0.512852430602488,0,"APAP"
"Inflammatory neutrophil","Endothelial","Agt","Mas1","AGT","Secreted Signaling",0.0410611867253315,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Apela","Aplnr","APJ","Secreted Signaling",0,0.00347911948646925,0,"APAP"
"Inflammatory neutrophil","Endothelial","Enho","Gpr19","ENHO","Secreted Signaling",0,0.0305815232336356,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gh","Prlr","GH","Secreted Signaling",0,0.00677085286063882,0,"APAP"
"Inflammatory neutrophil","Endothelial","Ghrh","Vipr1","GHRH","Secreted Signaling",0,0.0124375983002266,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gnrh1","Gnrhr","GNRH","Secreted Signaling",0.00453092470054507,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Guca2b","Gucy2c","GUCA","Secreted Signaling",0.00320550317296206,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Psap","Gpr37l1","PSAP","Secreted Signaling",0.897302476038344,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Psap","Gpr37","PSAP","Secreted Signaling",0.897302476038344,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Rln3","Rxfp1","RLN","Secreted Signaling",0.00456444884755493,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Saa2","Fpr2","SAA","Secreted Signaling",0,0.0307487813586511,0,"APAP"
"Inflammatory neutrophil","Endothelial","Slurp1","Chrnb1","SLURP","Secreted Signaling",0,0.0381215407701134,0,"APAP"
"Inflammatory neutrophil","Endothelial","Slurp1","Chrne","SLURP","Secreted Signaling",0,0.00211047628593401,0,"APAP"
"Inflammatory neutrophil","Endothelial","Slurp2","Chrnb1","SLURP","Secreted Signaling",0,0.0381215407701134,0,"APAP"
"Inflammatory neutrophil","Endothelial","Slurp2","Chrne","SLURP","Secreted Signaling",0,0.00211047628593401,0,"APAP"
"Inflammatory neutrophil","Endothelial","Bag6","Ncr3-ps","BAG","Secreted Signaling",0.133382748959018,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a3","Cd44","COLLAGEN","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a4","Cd44","COLLAGEN","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a6","Cd44","COLLAGEN","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a5","Cd44","COLLAGEN","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a6","Cd44","COLLAGEN","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col9a2","Cd44","COLLAGEN","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama1","Cd44","LAMININ","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama3","Cd44","LAMININ","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb1","Cd44","LAMININ","ECM-Receptor",0,0.158098365543042,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a3","Sdc1","COLLAGEN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a4","Sdc1","COLLAGEN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a6","Sdc1","COLLAGEN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a5","Sdc1","COLLAGEN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a6","Sdc1","COLLAGEN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col9a2","Sdc1","COLLAGEN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Tnc","Sdc1","TENASCIN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Tnr","Sdc1","TENASCIN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Tnxb","Sdc1","TENASCIN","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs2","Sdc1","THBS","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs4","Sdc1","THBS","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Comp","Sdc1","THBS","ECM-Receptor",0,0.0302108801945432,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a3","Sdc4","COLLAGEN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a4","Sdc4","COLLAGEN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a6","Sdc4","COLLAGEN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a5","Sdc4","COLLAGEN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a6","Sdc4","COLLAGEN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col9a2","Sdc4","COLLAGEN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Tnc","Sdc4","TENASCIN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Tnr","Sdc4","TENASCIN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Tnxb","Sdc4","TENASCIN","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs2","Sdc4","THBS","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs4","Sdc4","THBS","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Comp","Sdc4","THBS","ECM-Receptor",0,0.165056311240388,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama2","Sv2a","LAMININ","ECM-Receptor",0.00453092470054507,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama4","Sv2a","LAMININ","ECM-Receptor",0.0032784205843195,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama5","Sv2a","LAMININ","ECM-Receptor",0.0166944605805249,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb2","Sv2a","LAMININ","ECM-Receptor",0.0106608503779152,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb3","Sv2a","LAMININ","ECM-Receptor",0.0372240958912478,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc1","Sv2a","LAMININ","ECM-Receptor",0.0236919348533586,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc2","Sv2a","LAMININ","ECM-Receptor",0.00431808412991055,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc3","Sv2a","LAMININ","ECM-Receptor",0.0122694501671986,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama2","Sv2b","LAMININ","ECM-Receptor",0.00453092470054507,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama4","Sv2b","LAMININ","ECM-Receptor",0.0032784205843195,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama5","Sv2b","LAMININ","ECM-Receptor",0.0166944605805249,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb2","Sv2b","LAMININ","ECM-Receptor",0.0106608503779152,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb3","Sv2b","LAMININ","ECM-Receptor",0.0372240958912478,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc1","Sv2b","LAMININ","ECM-Receptor",0.0236919348533586,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc2","Sv2b","LAMININ","ECM-Receptor",0.00431808412991055,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc3","Sv2b","LAMININ","ECM-Receptor",0.0122694501671986,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama2","Sv2c","LAMININ","ECM-Receptor",0.00453092470054507,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama4","Sv2c","LAMININ","ECM-Receptor",0.0032784205843195,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama5","Sv2c","LAMININ","ECM-Receptor",0.0166944605805249,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb2","Sv2c","LAMININ","ECM-Receptor",0.0106608503779152,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb3","Sv2c","LAMININ","ECM-Receptor",0.0372240958912478,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc1","Sv2c","LAMININ","ECM-Receptor",0.0236919348533586,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc2","Sv2c","LAMININ","ECM-Receptor",0.00431808412991055,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc3","Sv2c","LAMININ","ECM-Receptor",0.0122694501671986,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs2","Cd36","THBS","ECM-Receptor",0,1.10465588160528,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs4","Cd36","THBS","ECM-Receptor",0,1.10465588160528,0,"APAP"
"Inflammatory neutrophil","Endothelial","Comp","Cd36","THBS","ECM-Receptor",0,1.10465588160528,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col1a1","Gp6","COLLAGEN","ECM-Receptor",0.0104949292494932,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col1a2","Gp6","COLLAGEN","ECM-Receptor",0.0144822910683656,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a1","Gp6","COLLAGEN","ECM-Receptor",0.016652606312111,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a2","Gp6","COLLAGEN","ECM-Receptor",0.0338876117362972,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a5","Gp6","COLLAGEN","ECM-Receptor",0.0130048327647202,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a1","Gp6","COLLAGEN","ECM-Receptor",0.0149557370825332,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a2","Gp6","COLLAGEN","ECM-Receptor",0.00414859221340438,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col6a3","Gp6","COLLAGEN","ECM-Receptor",0.00466138297672109,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Col9a3","Gp6","COLLAGEN","ECM-Receptor",0.00422337310762212,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs2","Cd47","THBS","ECM-Receptor",0,1.95195634647387,0,"APAP"
"Inflammatory neutrophil","Endothelial","Thbs4","Cd47","THBS","ECM-Receptor",0,1.95195634647387,0,"APAP"
"Inflammatory neutrophil","Endothelial","Comp","Cd47","THBS","ECM-Receptor",0,1.95195634647387,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama1","Dag1","LAMININ","ECM-Receptor",0,0.29473840648409,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lama3","Dag1","LAMININ","ECM-Receptor",0,0.29473840648409,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb1","Dag1","LAMININ","ECM-Receptor",0,0.29473840648409,0,"APAP"
"Inflammatory neutrophil","Endothelial","Bst2","Pira2","BST2","Cell-Cell Contact",0.28021561394239,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Cadm3","Cadm3","CADM","Cell-Cell Contact",0,0.00309845140186012,0,"APAP"
"Inflammatory neutrophil","Endothelial","Cd200","Cd200r2","CD200","Cell-Cell Contact",0.0604380825577578,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Cd200","Cd200r3","CD200","Cell-Cell Contact",0.0604380825577578,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Entpd1","Adora2b","CD39","Cell-Cell Contact",0.713620248854999,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Cdh1","Klrg1","CDH1","Cell-Cell Contact",0.0311591667695363,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Cldn11","Cldn11","CLDN","Cell-Cell Contact",0,0.0048784058559513,0,"APAP"
"Inflammatory neutrophil","Endothelial","Clec2h","Klrb1","CLEC","Cell-Cell Contact",0,0.00304917336128426,0,"APAP"
"Inflammatory neutrophil","Endothelial","Clec2f","Klrb1f","CLEC","Cell-Cell Contact",0,0.0134810694337628,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dsc2","Dsg2","DESMOSOME","Cell-Cell Contact",0,0.0392407531034475,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna1","Epha1","EPHA","Cell-Cell Contact",0.0124660451430332,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna1","Epha3","EPHA","Cell-Cell Contact",0.0124660451430332,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna2","Epha2","EPHA","Cell-Cell Contact",0,0.139366830775828,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna2","Epha4","EPHA","Cell-Cell Contact",0,0.0229317690907323,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna2","Epha7","EPHA","Cell-Cell Contact",0,0.00253777573379799,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna3","Epha2","EPHA","Cell-Cell Contact",0,0.139366830775828,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna3","Epha4","EPHA","Cell-Cell Contact",0,0.0229317690907323,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna3","Epha7","EPHA","Cell-Cell Contact",0,0.00253777573379799,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna4","Epha2","EPHA","Cell-Cell Contact",0,0.139366830775828,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna4","Epha4","EPHA","Cell-Cell Contact",0,0.0229317690907323,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna4","Epha7","EPHA","Cell-Cell Contact",0,0.00253777573379799,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna5","Epha1","EPHA","Cell-Cell Contact",0.00289828122046763,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna5","Epha3","EPHA","Cell-Cell Contact",0.00289828122046763,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efna5","Ephb2","EPHA","Cell-Cell Contact",0.00289828122046763,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efnb1","Epha4","EPHB","Cell-Cell Contact",0,0.0229317690907323,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efnb1","Ephb4","EPHB","Cell-Cell Contact",0,0.822591729662686,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efnb2","Epha4","EPHB","Cell-Cell Contact",0,0.0229317690907323,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efnb2","Ephb4","EPHB","Cell-Cell Contact",0,0.822591729662686,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efnb3","Epha4","EPHB","Cell-Cell Contact",0,0.0229317690907323,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efnb3","Ephb4","EPHB","Cell-Cell Contact",0,0.822591729662686,0,"APAP"
"Inflammatory neutrophil","Endothelial","Efnb3","Ephb6","EPHB","Cell-Cell Contact",0,0.00245696544768622,0,"APAP"
"Inflammatory neutrophil","Endothelial","Icam5","Cd209a","ICAM","Cell-Cell Contact",0,0.0325476480852479,0,"APAP"
"Inflammatory neutrophil","Endothelial","Jam3","F11r","JAM","Cell-Cell Contact",0,0.625655524589606,0,"APAP"
"Inflammatory neutrophil","Endothelial","Jam3","Jam3","JAM","Cell-Cell Contact",0,0.0363334721686798,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lair1","Pira2","LAIR1","Cell-Cell Contact",0.0554250058387942,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Mag","Mag","MAG","Cell-Cell Contact",0.00336759295950529,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-M2","Cd8a","MHC-I","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-Q1","Cd8a","MHC-I","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-Q2","Cd8a","MHC-I","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-T3","Cd8a","MHC-I","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-Bl","Cd8a","MHC-I","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gm10499","Cd8a","MHC-I","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-M5","Cd8a","MHC-I","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-M2","Cd8b1","MHC-I","Cell-Cell Contact",0,0.0626141139406265,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-Q1","Cd8b1","MHC-I","Cell-Cell Contact",0,0.0626141139406265,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-Q2","Cd8b1","MHC-I","Cell-Cell Contact",0,0.0626141139406265,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-T3","Cd8b1","MHC-I","Cell-Cell Contact",0,0.0626141139406265,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-Bl","Cd8b1","MHC-I","Cell-Cell Contact",0,0.0626141139406265,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gm10499","Cd8b1","MHC-I","Cell-Cell Contact",0,0.0626141139406265,0,"APAP"
"Inflammatory neutrophil","Endothelial","H2-M5","Cd8b1","MHC-I","Cell-Cell Contact",0,0.0626141139406265,0,"APAP"
"Inflammatory neutrophil","Endothelial","Mpz","Mpzl1","MPZ","Cell-Cell Contact",0,0.257834204693884,0,"APAP"
"Inflammatory neutrophil","Endothelial","Ncam1","Ncam2","NCAM","Cell-Cell Contact",0.00789698430707218,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Ncam2","L1cam","NCAM","Cell-Cell Contact",0,0.0186878844323434,0,"APAP"
"Inflammatory neutrophil","Endothelial","Lrrc4","Ntng2","NGL","Cell-Cell Contact",0,0.0060219309271627,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dlk1","Notch1","NOTCH","Cell-Cell Contact",0,0.629373058197839,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dlk1","Notch2","NOTCH","Cell-Cell Contact",0,0.0282082659422299,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dlk1","Notch4","NOTCH","Cell-Cell Contact",0,0.212243084063768,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dll1","Notch1","NOTCH","Cell-Cell Contact",0,0.629373058197839,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dll1","Notch4","NOTCH","Cell-Cell Contact",0,0.212243084063768,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dll4","Notch1","NOTCH","Cell-Cell Contact",0,0.629373058197839,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dll4","Notch2","NOTCH","Cell-Cell Contact",0,0.0282082659422299,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dll4","Notch4","NOTCH","Cell-Cell Contact",0,0.212243084063768,0,"APAP"
"Inflammatory neutrophil","Endothelial","Jag1","Notch3","NOTCH","Cell-Cell Contact",0.00298423147805796,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Jag2","Notch1","NOTCH","Cell-Cell Contact",0,0.629373058197839,0,"APAP"
"Inflammatory neutrophil","Endothelial","Jag2","Notch2","NOTCH","Cell-Cell Contact",0,0.0282082659422299,0,"APAP"
"Inflammatory neutrophil","Endothelial","Jag2","Notch4","NOTCH","Cell-Cell Contact",0,0.212243084063768,0,"APAP"
"Inflammatory neutrophil","Endothelial","Dll1","Notch2","NOTCH","Cell-Cell Contact",0,0.0282082659422299,0,"APAP"
"Inflammatory neutrophil","Endothelial","Nrxn1","Nlgn2","NRXN","Cell-Cell Contact",0,0.0355330222693216,0,"APAP"
"Inflammatory neutrophil","Endothelial","Nrxn2","Nlgn2","NRXN","Cell-Cell Contact",0,0.0355330222693216,0,"APAP"
"Inflammatory neutrophil","Endothelial","Sell","Madcam1","SELL","Cell-Cell Contact",1.51985318028345,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Sema4a","Timd2","SEMA4","Cell-Cell Contact",0.504014385045242,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Sema5b","Plxna1","SEMA5","Cell-Cell Contact",0,0.0328304829958705,0,"APAP"
"Inflammatory neutrophil","Endothelial","Sema5a","Plxna3","SEMA5","Cell-Cell Contact",0.0172502157819453,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Siglec1","Spn","SN","Cell-Cell Contact",0,0.0396048046496152,0,"APAP"
"Inflammatory neutrophil","Endothelial","Vsir","Igsf11","VISTA","Cell-Cell Contact",0.617377485965146,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gja5","Gja5","GAP","Cell-Cell Contact",0,0.00837652086842046,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gja6","Gja5","GAP","Cell-Cell Contact",0,0.00837652086842046,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gjc1","Gja5","GAP","Cell-Cell Contact",0,0.00837652086842046,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gja1","Gja6","GAP","Cell-Cell Contact",0.00307243208510835,0,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gjc1","Gja1","GAP","Cell-Cell Contact",0,0.292613149015561,0,"APAP"
"Inflammatory neutrophil","Endothelial","Gjc1","Gjc1","GAP","Cell-Cell Contact",0,0.0440255893081964,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb18","Pcdhb18","PCDH","Cell-Cell Contact",0,0.0104012337667112,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb19","Pcdhb19","PCDH","Cell-Cell Contact",0,0.0105489554600873,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb19","Pcdhb21","PCDH","Cell-Cell Contact",0,0.00656624172860973,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb21","Pcdhb21","PCDH","Cell-Cell Contact",0,0.00656624172860973,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb16","Pcdhb16","PCDH","Cell-Cell Contact",0,0.00771727380465228,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb20","Pcdhb20","PCDH","Cell-Cell Contact",0,0.0186941094895965,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb22","Pcdhb22","PCDH","Cell-Cell Contact",0,0.014499040893614,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb17","Pcdhb17","PCDH","Cell-Cell Contact",0,0.022726928602392,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb3","Pcdhb3","PCDH","Cell-Cell Contact",0,0.0049936223569164,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb7","Pcdhb7","PCDH","Cell-Cell Contact",0,0.017797642772282,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb7","Pcdhb5","PCDH","Cell-Cell Contact",0,0.0129609301641356,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb7","Pcdhb9","PCDH","Cell-Cell Contact",0,0.0152765783747394,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb5","Pcdhb5","PCDH","Cell-Cell Contact",0,0.0129609301641356,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb5","Pcdhb9","PCDH","Cell-Cell Contact",0,0.0152765783747394,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb9","Pcdhb9","PCDH","Cell-Cell Contact",0,0.0152765783747394,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb4","Pcdhb4","PCDH","Cell-Cell Contact",0,0.00878283916481317,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb4","Pcdhb12","PCDH","Cell-Cell Contact",0,0.00264850911035931,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb4","Pcdhb10","PCDH","Cell-Cell Contact",0,0.00784051193686401,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb12","Pcdhb12","PCDH","Cell-Cell Contact",0,0.00264850911035931,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb12","Pcdhb10","PCDH","Cell-Cell Contact",0,0.00784051193686401,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb10","Pcdhb10","PCDH","Cell-Cell Contact",0,0.00784051193686401,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb13","Pcdhb13","PCDH","Cell-Cell Contact",0,0.00375968441489959,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhb15","Pcdhb15","PCDH","Cell-Cell Contact",0,0.00758355624839423,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhga1","Pcdhga1","PCDH","Cell-Cell Contact",0,0.00504628296196901,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhga11","Pcdhga11","PCDH","Cell-Cell Contact",0,0.0019339614946821,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhga12","Pcdhga12","PCDH","Cell-Cell Contact",0,0.00301368902550714,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhga5","Pcdhga5","PCDH","Cell-Cell Contact",0,0.0036950012557072,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhga6","Pcdhga6","PCDH","Cell-Cell Contact",0,0.00349390472334546,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhgb2","Pcdhgb2","PCDH","Cell-Cell Contact",0,0.00290729308629876,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhgb8","Pcdhgb8","PCDH","Cell-Cell Contact",0,0.00326643119615879,0,"APAP"
"Inflammatory neutrophil","Endothelial","Pcdhgb5","Pcdhgb5","PCDH","Cell-Cell Contact",0,0.00249133141324921,0,"APAP"
