"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Monocyte-derived macrophage / DC-like","NK cell","Entpd1","Adora1","CD39","Cell-Cell Contact",0.334422112042267,0.00513845558263361,0.00171841316857971,"APAP"
"Kupffer cell","Inflammatory neutrophil","Thbs3","Cd47","THBS","ECM-Receptor",0.00192072479872108,0.894543166149505,0.00171817124274983,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Il4","Il4ra","IL4","Secreted Signaling",0.00745944333994853,0.230294836663901,0.00171787128557707,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Fgf2","Fgfr3","FGF","Secreted Signaling",0.082478281598774,0.0208007299800685,0.00171560846475615,"APAP"
"Fibroblast / stellate","Endothelial","Nectin1","Cd96","NECTIN","Cell-Cell Contact",0.0663006908371784,0.0257718498333094,0.00170869144810044,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Tnfsf13","Tnfrsf13b","APRIL","Secreted Signaling",0.00786595929901826,0.21709860882224,0.00170768882086923,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Wnt5a","Mcam","ncWNT","Secreted Signaling",0.257548327157322,0.00663019444770347,0.00170759548873379,"APAP"
"Kupffer cell","Endothelial","Lama4","Dag1","LAMININ","ECM-Receptor",0.00579164373802004,0.29473840648409,0.00170701984626758,"APAP"
"Kupffer cell","Inflammatory neutrophil","H2-T10","Cd8a","MHC-I","Cell-Cell Contact",0.0423139914262509,0.040315925962589,0.00170592774552236,"APAP"
"Kupffer cell","Inflammatory neutrophil","Agrn","Dag1","AGRN","ECM-Receptor",0.0594371890564115,0.0286708978005985,0.00170411757299122,"APAP"
"Neutrophil","Endothelial","Cxcl10","Cxcr3","CXCL","Secreted Signaling",0.0300888066304316,0.0566013193623948,0.0017030661533224,"APAP"
"Fibroblast / stellate","Kupffer cell","Cxcl5","Cxcr2","CXCL","Secreted Signaling",0.0186832288520583,0.0911488284592049,0.00170295442170033,"APAP"
"Kupffer cell","Neutrophil","H2-Oa","Cd4","MHC-II","Cell-Cell Contact",0.077353753050244,0.0219509676327551,0.00169798972947803,"APAP"
"Neutrophil","Endothelial","Angptl4","Sdc3","ANGPTL","Secreted Signaling",0.00921411419679152,0.183923268134701,0.00169468999604024,"APAP"
"Activated neutrophil","Endothelial","Col1a2","Sdc4","COLLAGEN","ECM-Receptor",0.0102495419206626,0.165056311240388,0.00169175158132828,"APAP"
"Neutrophil","Endothelial","Col4a2","Sdc4","COLLAGEN","ECM-Receptor",0.0102141521844316,0.165056311240388,0.00168591028201023,"APAP"
"Inflammatory neutrophil","Endothelial","Lamb2","Cd44","LAMININ","ECM-Receptor",0.0106608503779152,0.158098365543042,0.00168546302004732,"APAP"
"Kupffer cell","Endothelial","Ceacam1","Cd8a","CEACAM","Cell-Cell Contact",0.038208980674061,0.0439329251230164,0.0016786322869803,"APAP"
"Fibroblast / stellate","Kupffer cell","Ntn1","Unc5b","Netrin","Cell-Cell Contact",0.170526623972537,0.00979800542192807,0.001670820786266,"APAP"
"Fibroblast / stellate","Endothelial","Il34","Csf1r","CSF","Secreted Signaling",0.0419561887343457,0.0397655579493252,0.00166841125444845,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pecam1","Cd177","PECAM1","Cell-Cell Contact",0.127312368295423,0.013044431985938,0.00166071752919833,"APAP"
"Inflammatory neutrophil","Endothelial","Col1a1","Cd44","COLLAGEN","ECM-Receptor",0.0104949292494932,0.158098365543042,0.00165923116083473,"APAP"
"Neutrophil","Endothelial","Cldn1","Cldn1","CLDN","Cell-Cell Contact",0.27112965564278,0.00611967319621587,0.00165922488633636,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Cxcl3","Cxcr2","CXCL","Secreted Signaling",0.0383239337854834,0.0430155255770879,0.00164852415396408,"APAP"
"Activated neutrophil","Endothelial","Sele","Glg1","SELE","Cell-Cell Contact",0.00402313104877427,0.409755397499654,0.0016484996620837,"APAP"
"Fibroblast / stellate","Endothelial","Nectin2","Cd226","NECTIN","Cell-Cell Contact",0.0460744817727988,0.0357034336609661,0.00164501720343851,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Tnc","Sdc1","TENASCIN","ECM-Receptor",0.0477805892611976,0.0343701765642922,0.00164222728925329,"APAP"
"Kupffer cell","Neutrophil","Gzma","F2rl3","PARs","Secreted Signaling",0.273968854536447,0.00598812970485905,0.00164056103605591,"APAP"
"Kupffer cell","Endothelial","Ccl8","Ccr1","CCL","Secreted Signaling",0.0150404890637135,0.109058249798899,0.00164028941340808,"APAP"
"Kupffer cell","Endothelial","Cd200","Cd200r1","CD200","Cell-Cell Contact",0.093648830281728,0.0175090249081375,0.00163969970202071,"APAP"
"Kupffer cell","Endothelial","Tenm3","Adgrl2","ADGRL","Cell-Cell Contact",0.00341364369532639,0.479274708437783,0.00163607308678803,"APAP"
"Fibroblast / stellate","Kupffer cell","Mdk","Ptprz1","MK","Secreted Signaling",0.471764148499969,0.00346678850653375,0.00163550652781437,"APAP"
"Inflammatory neutrophil","Endothelial","Cd46","Jag1","CD46","Cell-Cell Contact",0.0219364797918235,0.0744467867224086,0.00163310043250231,"APAP"
"Activated neutrophil","Endothelial","Col1a2","Cd44","COLLAGEN","ECM-Receptor",0.0102495419206626,0.158098365543042,0.00162043582522165,"APAP"
"Fibroblast / stellate","Kupffer cell","Nectin3","Tigit","NECTIN","Cell-Cell Contact",0.0998347878015861,0.0162206822802454,0.00161938837344525,"APAP"
"Inflammatory neutrophil","Endothelial","Apob","Apobr","ApoB","Cell-Cell Contact",0.0662557299832556,0.0244362157050794,0.00161903930956833,"APAP"
"Inflammatory neutrophil","Endothelial","Jam2","F11r","JAM","Cell-Cell Contact",0.00258545369607199,0.625655524589606,0.00161760338851806,"APAP"
"Fibroblast / stellate","Endothelial","Igf2","Igf1r","IGF","Secreted Signaling",0.00734915488083718,0.219797678582786,0.00161532718235336,"APAP"
"Neutrophil","Endothelial","Col4a2","Cd44","COLLAGEN","ECM-Receptor",0.0102141521844316,0.158098365543042,0.00161484076576653,"APAP"
"Kupffer cell","Endothelial","Cd46","Jag1","CD46","Cell-Cell Contact",0.0216611522506577,0.0744467867224086,0.00161260318176633,"APAP"
"Inflammatory neutrophil","Endothelial","Ceacam1","Cd1d2","CEACAM","Cell-Cell Contact",0.165793283714004,0.00970940918171472,0.00160975483115939,"APAP"
"Kupffer cell","Neutrophil","Ceacam1","Cd8a","CEACAM","Cell-Cell Contact",0.038208980674061,0.0421009347170507,0.00160863380096369,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","F2","F2rl1","PARs","Secreted Signaling",0.0227734929322917,0.0706069549520932,0.00160796698957214,"APAP"
"Kupffer cell","Endothelial","Ulbp1","Klrk1","MHC-I","Cell-Cell Contact",0.0235325962503711,0.0683227872638432,0.00160781256738002,"APAP"
"Neutrophil","Endothelial","Cxcl10","Ackr1","CXCL","Secreted Signaling",0.0300888066304316,0.0534090472198138,0.00160701449411257,"APAP"
"Kupffer cell","Endothelial","Plau","Plaur","PLAU","Secreted Signaling",0.00945630955470865,0.169732020475502,0.00160503852696249,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Lama4","Sv2c","LAMININ","ECM-Receptor",0.160925250804812,0.00992285002963648,0.00159683712971779,"APAP"
"Kupffer cell","Neutrophil","Ulbp1","Klrk1","MHC-I","Cell-Cell Contact",0.0235325962503711,0.0678413805966124,0.00159648381864784,"APAP"
"Kupffer cell","Neutrophil","Pros1","Mertk","PROS","Secreted Signaling",0.190478976685184,0.00837515461859572,0.00159529088133031,"APAP"
"Kupffer cell","Inflammatory neutrophil","C3","Cr2","COMPLEMENT","Secreted Signaling",0.442954177291274,0.00359607390749439,0.00159289595917279,"APAP"
"Kupffer cell","Endothelial","Cxcl9","Cxcr3","CXCL","Secreted Signaling",0.0280911605402502,0.0566013193623948,0.001589996748999,"APAP"
"Kupffer cell","Endothelial","Cd80","Cd274","CD80","Cell-Cell Contact",0.0798209588956495,0.019896047420099,0.00158812158330561,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Cd276","Treml2","CD276","Cell-Cell Contact",0.014510388608535,0.109098656112428,0.00158306389686025,"APAP"
"Activated neutrophil","Endothelial","Cd86","Ctla4","CD86","Cell-Cell Contact",0.053256306142736,0.0296517547429981,0.00157914292826243,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Lama3","Cd44","LAMININ","ECM-Receptor",0.003150887677073,0.501035131322633,0.00157870542106513,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Flrt1","Adgrl1","ADGRL","Cell-Cell Contact",0.0620208356039005,0.0254122470779372,0.00157608879834644,"APAP"
"Activated neutrophil","Endothelial","App","Tnfrsf21","APP","Cell-Cell Contact",0.456448246996282,0.00345236713836139,0.00157582692829263,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Sftpd","Adgre5","ADGRE","Cell-Cell Contact",0.00159820187513026,0.982796003066865,0.00157070641497199,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Agrn","Dag1","AGRN","ECM-Receptor",0.0440892379144547,0.0356046273619161,0.00156978088661502,"APAP"
"Neutrophil","Endothelial","H2-T10","Cd8b1","MHC-I","Cell-Cell Contact",0.0250451498847606,0.0626141139406265,0.00156817986854447,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","H2-Q1","Cd8a","MHC-I","Cell-Cell Contact",0.0312140050820232,0.0502355975600444,0.0015680541975377,"APAP"
"Neutrophil","Endothelial","Ccl27a","Ccr2","CCL","Secreted Signaling",0.0153477122277824,0.101981031475012,0.00156517552377091,"APAP"
"Activated neutrophil","Endothelial","Cd80","Ctla4","CD80","Cell-Cell Contact",0.0526849176600254,0.0296517547429981,0.00156220025711012,"APAP"
"Inflammatory neutrophil","Endothelial","Pvr","Cd226","PVR","Cell-Cell Contact",0.0437352724738966,0.0357034336609661,0.00156149939941604,"APAP"
"Fibroblast / stellate","Kupffer cell","Cxcl13","Cxcr5","CXCL","Secreted Signaling",0.129428918267381,0.0120644117632759,0.00156148376405307,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Clec2i","Klrb1a","CLEC","Cell-Cell Contact",0.0926551390937109,0.0168526304640825,0.00156148281974448,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Lamb2","Cd44","LAMININ","ECM-Receptor",0.00311609188260324,0.501035131322633,0.0015612715056135,"APAP"
"Inflammatory neutrophil","Endothelial","Cd86","Ctla4","CD86","Cell-Cell Contact",0.0525061251009742,0.0296517547429981,0.00155689874399926,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ncam1","Ncam1","NCAM","Cell-Cell Contact",0.162443497374628,0.00957638638240574,0.00155562169616875,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ceacam1","Cd1d1","CEACAM","Cell-Cell Contact",0.0268337388465379,0.0578340062364659,0.00155190261979837,"APAP"
"Neutrophil","Endothelial","Col4a5","Sdc4","COLLAGEN","ECM-Receptor",0.00937820390385752,0.165056311240388,0.00154793174243093,"APAP"
"Fibroblast / stellate","Kupffer cell","Ptn","Sdc1","PTN","Secreted Signaling",0.0985911419474259,0.0156458953666178,0.00154254669098479,"APAP"
"Activated neutrophil","Endothelial","Gh","Ghr","GH","Secreted Signaling",0.0147976803953293,0.104233703549119,0.00154241703154137,"APAP"
"Kupffer cell","Inflammatory neutrophil","C3","C3ar1","COMPLEMENT","Secreted Signaling",0.442954177291274,0.0034788614813106,0.00154097622536424,"APAP"
"Kupffer cell","Inflammatory neutrophil","Ceacam1","Cd8a","CEACAM","Cell-Cell Contact",0.038208980674061,0.040315925962589,0.00154043043596144,"APAP"
"Activated neutrophil","Endothelial","Ncam1","Fgfr1","NCAM","Cell-Cell Contact",0.00974371020803855,0.158076720338209,0.00154025375361266,"APAP"
"Kupffer cell","Endothelial","Efna1","Epha2","EPHA","Cell-Cell Contact",0.0110237764366433,0.139366830775828,0.00153634878515622,"APAP"
"Neutrophil","Endothelial","Cxcl3","Cxcr2","CXCL","Secreted Signaling",0.0125114289798148,0.122794110927827,0.001536329798013,"APAP"
"Kupffer cell","Endothelial","Ccl8","Ccr2","CCL","Secreted Signaling",0.0150404890637135,0.101981031475012,0.00153384458860615,"APAP"
"Fibroblast / stellate","Endothelial","Fgf1","Fgfr4","FGF","Secreted Signaling",0.352691950058629,0.00434757106981411,0.00153335331863122,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Sema4d","Plxnb1","SEMA4","Cell-Cell Contact",0.419599055651217,0.00365091133389889,0.0015319189479703,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Col4a3","Sdc1","COLLAGEN","ECM-Receptor",0.044552362723031,0.0343701765642922,0.00153127257314697,"APAP"
"Neutrophil","Endothelial","Angptl4","Sdc4","ANGPTL","Secreted Signaling",0.00921411419679152,0.165056311240388,0.0015208477006701,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Col1a2","Sdc4","COLLAGEN","ECM-Receptor",0.0269212116515829,0.0562095842334394,0.0015132301139959,"APAP"
"Inflammatory neutrophil","Endothelial","Rarres2","Cmklr1","CHEMERIN","Secreted Signaling",0.105983335962264,0.0142762406668385,0.00151304361087168,"APAP"
"Fibroblast / stellate","Endothelial","Cd200","Cd200r4","CD200","Cell-Cell Contact",0.423146544260967,0.00356530236803738,0.00150864537628046,"APAP"
"Neutrophil","Endothelial","Ctsg","Pard3","PARs","Secreted Signaling",0.0540298411445575,0.0279055131975463,0.00150773044512078,"APAP"
"Activated neutrophil","Endothelial","Ccl2","Ackr1","CCL","Secreted Signaling",0.0282032689367995,0.0534090472198138,0.00150630972239863,"APAP"
"Activated neutrophil","Endothelial","Rarres2","Cmklr1","CHEMERIN","Secreted Signaling",0.105496098977255,0.0142762406668385,0.00150608769841191,"APAP"
"Fibroblast / stellate","Endothelial","Pvr","Cd226","PVR","Cell-Cell Contact",0.042039890310671,0.0357034336609661,0.00150096843482133,"APAP"
"Fibroblast / stellate","Endothelial","Clec2d","Klrb1","CLEC","Cell-Cell Contact",0.492075017233017,0.00304917336128426,0.00150042203430041,"APAP"
"Fibroblast / stellate","Endothelial","Efna2","Epha4","EPHA","Cell-Cell Contact",0.0654269112297354,0.0229317690907323,0.00150035482064013,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","C3","C3ar1","COMPLEMENT","Secreted Signaling",0.601283370143082,0.00249521681905485,0.001500332378199,"APAP"
"Kupffer cell","Endothelial","Cxcl9","Ackr1","CXCL","Secreted Signaling",0.0280911605402502,0.0534090472198138,0.00150032211975359,"APAP"
"Kupffer cell","Inflammatory neutrophil","Nectin2","Cd226","NECTIN","Cell-Cell Contact",0.0308956842059848,0.0485069387730244,0.0014986550621304,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Gas6","Axl","GAS","Secreted Signaling",0.096185075685988,0.0155326411592873,0.00149400826550934,"APAP"
"Kupffer cell","Endothelial","Col6a1","Sdc4","COLLAGEN","ECM-Receptor",0.00903601420468212,0.165056311240388,0.00149145117294058,"APAP"
"Fibroblast / stellate","Endothelial","Pcdhb17","Pcdhb17","PCDH","Cell-Cell Contact",0.0654958215846065,0.022726928602392,0.00148851886090836,"APAP"
"Kupffer cell","Inflammatory neutrophil","Thbs1","Cd36","THBS","ECM-Receptor",0.0660457890242586,0.0225223780792842,0.00148750823094899,"APAP"
"Kupffer cell","Endothelial","Rarres2","Cmklr1","CHEMERIN","Secreted Signaling",0.104096027238062,0.0142762406668385,0.00148609993731235,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Fgf9","Fgfr3","FGF","Secreted Signaling",0.0713092124571456,0.0208007299800685,0.00148328367341242,"APAP"
"Neutrophil","Endothelial","Col4a5","Cd44","COLLAGEN","ECM-Receptor",0.00937820390385752,0.158098365543042,0.00148267870892925,"APAP"
"Kupffer cell","Neutrophil","Col4a1","Sdc4","COLLAGEN","ECM-Receptor",0.0356615378333915,0.0412959355105244,0.00147267656657386,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Rarres2","Cmklr1","CHEMERIN","Secreted Signaling",0.0742896166976979,0.0197987638864585,0.00147084258021322,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Bag6","Ncr3-ps","BAG","Secreted Signaling",0.268087572026875,0.00548210106601421,0.00146968316439369,"APAP"
"Fibroblast / stellate","Endothelial","Cxcl2","Cxcr1","CXCL","Secreted Signaling",0.414666108837023,0.00354244973357269,0.00146893384677134,"APAP"
"Inflammatory neutrophil","Endothelial","Sdc1","Adgra2","ADGRA","Cell-Cell Contact",0.0129330845064583,0.113411804424897,0.00146676445065711,"APAP"
"Kupffer cell","Endothelial","Angptl4","Sdc1","ANGPTL","Secreted Signaling",0.0485413243738477,0.0302108801945432,0.00146647613514277,"APAP"
"Kupffer cell","Inflammatory neutrophil","Tnfsf14","Ltbr","LIGHT","Secreted Signaling",0.0121486579021483,0.120521763138426,0.00146417767013248,"APAP"
"Kupffer cell","Endothelial","Col4a1","Adgrg6","ADGRG","Cell-Cell Contact",0.0356615378333915,0.0410189551652551,0.00146279902151193,"APAP"
"Kupffer cell","Endothelial","Lamb1","Dag1","LAMININ","ECM-Receptor",0.00496194827503624,0.29473840648409,0.00146247672764066,"APAP"
"Kupffer cell","Neutrophil","Gas6","Mertk","GAS","Secreted Signaling",0.174022350743544,0.00837515461859572,0.00145746409456868,"APAP"
"Activated neutrophil","Endothelial","Mdk","Sdc4","MK","Secreted Signaling",0.00881921958407588,0.165056311240388,0.00145566785256655,"APAP"
"Inflammatory neutrophil","Endothelial","Ccl2","Ccr2","CCL","Secreted Signaling",0.0142508701094346,0.101981031475012,0.00145331843317656,"APAP"
"Fibroblast / stellate","Endothelial","Pros1","Tyro3","PROS","Secreted Signaling",0.410873122840752,0.00352220137528395,0.00144717787833691,"APAP"
"Kupffer cell","Endothelial","Il16","Cd4","IL16","Secreted Signaling",0.0914176529570677,0.0158056947022182,0.00144491951303274,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Wnt5a","Fzd9","ncWNT","Secreted Signaling",0.257548327157322,0.00560595659483402,0.00144380474311606,"APAP"
"Fibroblast / stellate","Endothelial","Tnc","Sdc1","TENASCIN","ECM-Receptor",0.0477805892611976,0.0302108801945432,0.00144349365779472,"APAP"
"Neutrophil","Endothelial","Entpd1","Adora1","CD39","Cell-Cell Contact",0.134745156734301,0.0107036296840741,0.00144226225940648,"APAP"
"Neutrophil","Endothelial","Lamc2","Cd44","LAMININ","ECM-Receptor",0.00912030143205243,0.158098365543042,0.00144190474966736,"APAP"
"Kupffer cell","Inflammatory neutrophil","Ccl8","Ccr2","CCL","Secreted Signaling",0.0150404890637135,0.0953702561540092,0.00143441529468793,"APAP"
"Kupffer cell","Inflammatory neutrophil","Klk8","F2r","KLK","Secreted Signaling",0.0362613406299399,0.0395068357379093,0.00143257082790341,"APAP"
"Fibroblast / stellate","Endothelial","Ereg","Egfr","EGF","Secreted Signaling",0.0713240842523041,0.020069493373698,0.00143143823628669,"APAP"
"Kupffer cell","Endothelial","Col6a1","Cd44","COLLAGEN","ECM-Receptor",0.00903601420468212,0.158098365543042,0.00142857907678395,"APAP"
"Activated neutrophil","Endothelial","Flrt2","Adgrl2","ADGRL","Cell-Cell Contact",0.00297523415744888,0.479274708437783,0.00142595448334545,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl17","Ccr4","CCL","Secreted Signaling",0.0969152999847212,0.0147130771767026,0.00142592228827849,"APAP"
"Activated neutrophil","Endothelial","Mpzl1","Mpzl1","MPZ","Cell-Cell Contact",0.00552331203055159,0.257834204693884,0.00142409876467343,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Thbs4","Sdc1","THBS","ECM-Receptor",0.0413942660202992,0.0343701765642922,0.00142272823186697,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Col4a4","Cd44","COLLAGEN","ECM-Receptor",0.00283887609986494,0.501035131322633,0.00142237665950451,"APAP"
